trustor,trustee,product_category,PDR,confidence,timestamp,PDR_normalized,confidence_normalized,friendshipness,interaction_count,total
11349,59221,3,5,2,10/09/2001 07:00,1.0,0.25,0.0,1,1.25
15889,237731,3,5,2,22/08/2009 07:00,1.0,0.25,0.0,1,1.25
3168,24196,3,2,2,15/10/2006 07:00,0.25,0.25,0.0,1,0.5
557,15673,3,4,2,10/08/2008 07:00,0.75,0.25,0.0,1,1.0
17835,108818,3,4,2,15/08/2010 07:00,0.75,0.25,0.0,1,1.0
10800,2523,3,5,2,15/04/2000 07:00,1.0,0.25,0.0,1,1.25
3907,86105,3,3,2,13/09/2006 07:00,0.5,0.25,0.0,1,0.75
9926,2541,3,4,2,16/03/2000 07:00,0.75,0.25,0.0,1,1.0
2033,13423,3,5,2,22/11/2005 07:00,1.0,0.25,0.0,1,1.25
796,21938,3,5,2,18/01/2010 07:00,1.0,0.25,0.007075472,1,1.257075472
17765,1594,3,5,2,24/06/2000 07:00,1.0,0.25,0.004672897,1,1.254672897
14121,15446,3,4,2,17/12/1999 07:00,0.75,0.25,0.0,1,1.0
8626,7088,3,4,4,04/08/2006 07:00,0.75,0.75,0.0,1,1.5
15735,49539,3,1,2,13/03/2002 07:00,0.0,0.25,0.0,1,0.25
3554,74433,3,4,2,20/01/2009 07:00,0.75,0.25,0.0,1,1.0
10160,173424,3,3,2,14/11/2004 07:00,0.5,0.25,0.0,1,0.75
368,10024,3,3,2,25/01/2000 07:00,0.5,0.25,0.0,1,0.75
2034,49081,3,3,2,13/07/2006 07:00,0.5,0.25,0.0,1,0.75
16174,47197,3,3,2,04/10/2000 07:00,0.5,0.25,0.0,1,0.75
21163,14900,3,5,2,10/02/2000 07:00,1.0,0.25,0.0,1,1.25
17860,22336,3,4,2,28/12/1999 07:00,0.75,0.25,0.0,1,1.0
8750,156336,3,5,2,30/12/2000 07:00,1.0,0.25,0.0,1,1.25
725,7093,3,4,2,23/01/2000 07:00,0.75,0.25,0.0,1,1.0
6824,7639,3,2,2,02/10/2010 07:00,0.25,0.25,0.0,1,0.5
14274,219823,3,4,2,27/08/2008 07:00,0.75,0.25,0.0,1,1.0
18220,258847,3,5,2,29/09/2007 07:00,1.0,0.25,0.0,1,1.25
2883,21852,3,4,2,27/11/2007 07:00,0.75,0.25,0.0,1,1.0
17759,4579,3,4,2,19/07/1999 07:00,0.75,0.25,0.0,1,1.0
10973,24198,3,4,2,01/02/2001 07:00,0.75,0.25,0.0,1,1.0
20533,21952,3,4,2,01/05/2009 07:00,0.75,0.25,0.0,1,1.0
8847,47649,3,3,2,21/04/2005 07:00,0.5,0.25,0.0,1,0.75
2425,57903,3,5,2,08/12/2002 07:00,1.0,0.25,0.0,1,1.25
8407,152376,3,5,2,17/08/2009 07:00,1.0,0.25,0.0,1,1.25
17191,29165,3,3,2,03/04/2002 07:00,0.5,0.25,0.0,1,0.75
19163,87205,3,2,2,05/03/2007 07:00,0.25,0.25,0.0,1,0.5
16096,2389,3,3,2,02/06/2001 07:00,0.5,0.25,0.0,1,0.75
19378,14729,3,5,2,20/11/2008 07:00,1.0,0.25,0.0,1,1.25
21471,152,3,5,2,06/09/2000 07:00,1.0,0.25,0.0,1,1.25
5511,839,3,3,2,09/06/2000 07:00,0.5,0.25,0.0,1,0.75
1805,11559,3,3,2,13/08/2001 07:00,0.5,0.25,0.0,1,0.75
326,9099,3,4,2,21/02/2004 07:00,0.75,0.25,0.0,1,1.0
21147,208644,3,1,2,20/02/2005 07:00,0.0,0.25,0.0,1,0.25
9376,22939,3,5,2,09/10/2000 07:00,1.0,0.25,0.0,1,1.25
3958,47316,3,2,2,23/01/2011 07:00,0.25,0.25,0.0,1,0.5
557,15314,3,4,2,20/03/2010 07:00,0.75,0.25,0.0,1,1.0
4959,84590,3,5,3,28/11/2002 07:00,1.0,0.5,0.0,1,1.5
374,10141,3,4,2,26/03/2006 07:00,0.75,0.25,0.0,1,1.0
7701,7,3,3,2,08/05/2000 07:00,0.5,0.25,0.003278689,1,0.753278689
3958,87065,3,4,2,15/02/2011 07:00,0.75,0.25,0.0,1,1.0
7443,140699,3,3,2,05/01/2010 07:00,0.5,0.25,0.0,1,0.75
4238,33881,3,3,2,20/07/2004 07:00,0.5,0.25,0.0,1,0.75
2490,59741,3,1,2,09/03/2008 07:00,0.0,0.25,0.0,1,0.25
4895,31182,3,5,2,07/09/2001 07:00,1.0,0.25,0.0,1,1.25
16429,18009,3,4,2,06/04/2004 07:00,0.75,0.25,0.0,1,1.0
18927,21264,3,4,2,28/03/2000 07:00,0.75,0.25,0.0,1,1.0
9020,110889,3,3,2,02/03/2008 07:00,0.5,0.25,0.0,1,0.75
17013,249546,3,5,2,27/08/2007 07:00,1.0,0.25,0.0,1,1.25
21360,8872,3,4,2,18/03/2001 07:00,0.75,0.25,0.0,1,1.0
21862,293303,3,4,2,08/10/2010 07:00,0.75,0.25,0.0,1,1.0
6740,9139,3,1,2,19/02/2005 07:00,0.0,0.25,0.0,1,0.25
16871,6357,3,4,2,09/08/2000 07:00,0.75,0.25,0.0,1,1.0
13395,4622,3,2,2,23/12/2006 07:00,0.25,0.25,0.0,1,0.5
21533,6357,3,5,2,23/11/2000 07:00,1.0,0.25,0.0,1,1.25
8976,4546,3,4,2,03/03/2000 07:00,0.75,0.25,0.0,1,1.0
3797,225,3,4,2,21/06/2000 07:00,0.75,0.25,0.0,1,1.0
14579,6770,3,5,2,15/02/2004 07:00,1.0,0.25,0.0,1,1.25
5919,114045,3,5,2,07/02/2006 07:00,1.0,0.25,0.0,1,1.25
20130,12409,3,4,2,19/07/2004 07:00,0.75,0.25,0.0,1,1.0
1558,1716,3,3,3,17/12/2000 07:00,0.5,0.5,0.0113636363636363,1,1.0113636363636362
10657,178068,3,4,2,21/05/2001 07:00,0.75,0.25,0.0,1,1.0
4882,54405,3,2,2,18/02/2010 07:00,0.25,0.25,0.0,1,0.5
1292,482,3,4,2,24/09/1999 07:00,0.75,0.25,0.0,1,1.0
11140,15539,3,5,3,28/01/2002 07:00,1.0,0.5,0.0,1,1.5
829,22894,3,1,2,31/12/1999 07:00,0.0,0.25,0.0,1,0.25
3242,76230,3,5,2,21/03/2008 07:00,1.0,0.25,0.0,1,1.25
8260,16221,3,5,3,28/02/2001 07:00,1.0,0.5,0.0298507462686567,1,1.5298507462686568
5535,29225,3,5,2,16/02/2001 07:00,1.0,0.25,0.0,1,1.25
14170,11767,3,3,4,27/01/2004 07:00,0.5,0.75,0.0,1,1.25
13434,6046,3,5,2,30/12/2000 07:00,1.0,0.25,0.001930502,1,1.251930502
5169,47807,3,3,2,30/12/2009 07:00,0.5,0.25,0.0,1,0.75
13313,113761,3,4,2,09/03/2001 07:00,0.75,0.25,0.0,1,1.0
9284,12977,3,2,2,30/11/2001 07:00,0.25,0.25,0.0,1,0.5
7246,54625,3,3,2,04/12/2010 07:00,0.5,0.25,0.0,1,0.75
9473,22758,3,5,2,22/01/2004 07:00,1.0,0.25,0.0,1,1.25
2604,6912,3,4,3,27/05/2008 07:00,0.75,0.5,0.0,1,1.25
3168,74700,3,5,2,16/12/2008 07:00,1.0,0.25,0.0,1,1.25
19163,268842,3,3,2,13/01/2011 07:00,0.5,0.25,0.0,1,0.75
19632,47036,3,3,2,06/10/2009 07:00,0.5,0.25,0.0,1,0.75
3130,6016,3,3,2,04/08/2003 07:00,0.5,0.25,0.0,1,0.75
14270,15996,3,5,2,30/05/2001 07:00,1.0,0.25,0.0,1,1.25
17965,14635,3,2,2,14/03/2008 07:00,0.25,0.25,0.0,1,0.5
363,638,3,5,2,11/07/2003 07:00,1.0,0.25,0.0,1,1.25
21225,24950,3,4,2,27/09/2000 07:00,0.75,0.25,0.0,1,1.0
1174,18770,3,4,2,16/08/2002 07:00,0.75,0.25,0.005347594,1,1.005347594
16059,22907,3,5,2,23/01/2006 07:00,1.0,0.25,0.0,1,1.25
3636,8045,3,4,2,07/07/2004 07:00,0.75,0.25,0.0,1,1.0
5642,113144,3,1,2,22/10/2006 07:00,0.0,0.25,0.0,1,0.25
4680,1422,3,5,2,12/03/2000 07:00,1.0,0.25,0.0384615384615384,1,1.2884615384615383
14891,191955,3,3,2,27/05/2003 07:00,0.5,0.25,0.0,1,0.75
15481,231441,3,5,2,12/08/2007 07:00,1.0,0.25,0.0,1,1.25
549,28,3,4,2,15/10/2000 07:00,0.75,0.25,0.0,1,1.0
13114,7093,3,4,2,11/03/2000 07:00,0.75,0.25,0.0,1,1.0
18365,9179,3,5,2,09/06/2004 07:00,1.0,0.25,0.0,1,1.25
14533,28,3,1,2,01/04/2000 07:00,0.0,0.25,0.0,1,0.25
15390,9143,3,3,2,08/05/2004 07:00,0.5,0.25,0.0,1,0.75
20241,5423,3,1,2,19/10/2007 07:00,0.0,0.25,0.0,1,0.25
11055,38371,3,4,3,12/01/2008 07:00,0.75,0.5,0.0,1,1.25
11722,167812,3,3,2,16/01/2000 07:00,0.5,0.25,0.0,1,0.75
12407,5544,3,2,2,03/09/2001 07:00,0.25,0.25,0.0,1,0.5
10571,127200,3,5,3,26/03/2002 07:00,1.0,0.5,0.0,1,1.5
19017,21773,3,4,2,25/02/2005 07:00,0.75,0.25,0.0,1,1.0
1338,1,3,5,2,05/11/2000 07:00,1.0,0.25,0.052631579,1,1.302631579
14099,22158,3,4,2,04/05/2009 07:00,0.75,0.25,0.0,1,1.0
5696,114196,3,5,4,30/01/2004 07:00,1.0,0.75,0.0,1,1.75
8891,322,3,4,2,25/04/2000 07:00,0.75,0.25,0.0,1,1.0
12240,63678,3,4,2,25/07/2000 07:00,0.75,0.25,0.0,1,1.0
13476,208634,3,3,2,05/05/2000 07:00,0.5,0.25,0.0,1,0.75
4866,10903,3,5,2,15/03/2000 07:00,1.0,0.25,0.0,1,1.25
6708,892,3,5,2,12/03/2006 07:00,1.0,0.25,0.0,1,1.25
10782,1928,3,5,2,08/12/1999 07:00,1.0,0.25,0.0,1,1.25
14982,78734,3,5,2,23/05/2000 07:00,1.0,0.25,0.0,1,1.25
6316,7931,3,5,3,29/10/2002 07:00,1.0,0.5,0.0,1,1.5
13114,4554,3,5,2,14/06/2000 07:00,1.0,0.25,0.0,1,1.25
3301,77120,3,3,2,26/11/2010 07:00,0.5,0.25,0.0,1,0.75
4899,100709,3,4,2,17/04/2006 07:00,0.75,0.25,0.0,1,1.0
12445,71466,3,4,3,02/03/2003 07:00,0.75,0.5,0.0,1,1.25
8891,878,3,4,2,26/04/2000 07:00,0.75,0.25,0.0,1,1.0
8369,4556,3,2,2,21/06/2002 07:00,0.25,0.25,0.0120481927710843,1,0.5120481927710843
506,14413,3,2,2,14/01/2000 07:00,0.25,0.25,0.0,1,0.5
12950,10024,3,2,2,20/01/2000 07:00,0.25,0.25,0.0175438596491228,1,0.5175438596491228
4960,11165,3,5,2,10/08/2002 07:00,1.0,0.25,0.0,1,1.25
2650,63478,3,4,2,16/03/2000 07:00,0.75,0.25,0.0,1,1.0
11460,187871,3,4,2,17/08/2006 07:00,0.75,0.25,0.0,1,1.0
3842,49624,3,5,2,10/03/2000 07:00,1.0,0.25,0.0,1,1.25
17452,4060,3,3,2,05/05/2005 07:00,0.5,0.25,0.0,1,0.75
3958,38697,3,4,2,19/04/2008 07:00,0.75,0.25,0.0,1,1.0
8333,63333,3,5,2,11/05/2000 07:00,1.0,0.25,0.0,1,1.25
2034,2595,3,5,2,05/02/2007 07:00,1.0,0.25,0.0,1,1.25
9125,49301,3,5,2,26/03/2002 07:00,1.0,0.25,0.0,1,1.25
8843,15363,3,3,2,29/08/2001 07:00,0.5,0.25,0.005649718,1,0.755649718
8847,152810,3,4,2,13/05/2004 07:00,0.75,0.25,0.0,1,1.0
7285,33064,3,2,2,14/12/2001 07:00,0.25,0.25,0.0,1,0.5
8456,9967,3,3,2,16/08/2001 07:00,0.5,0.25,0.0,1,0.75
133,250,3,3,2,04/06/2000 07:00,0.5,0.25,0.0,1,0.75
18318,225,3,5,2,18/09/2001 07:00,1.0,0.25,0.0,1,1.25
19017,266958,3,4,2,25/05/2006 07:00,0.75,0.25,0.0,1,1.0
21185,646,3,4,2,25/01/2000 07:00,0.75,0.25,0.0,1,1.0
9021,159460,3,4,2,12/03/2001 07:00,0.75,0.25,0.0,1,1.0
15827,14735,3,3,2,24/02/2005 07:00,0.5,0.25,0.0,1,0.75
18513,21951,3,5,3,29/01/2010 07:00,1.0,0.5,0.0,1,1.5
18789,10534,3,4,2,09/04/2001 07:00,0.75,0.25,0.0,1,1.0
17759,11990,3,3,2,22/12/1999 07:00,0.5,0.25,0.0,1,0.75
2057,11205,3,4,2,20/06/2000 07:00,0.75,0.25,0.0,1,1.0
14618,155,3,3,3,19/11/2000 07:00,0.5,0.5,0.0,1,1.0
5767,654,3,5,3,30/05/2002 07:00,1.0,0.5,0.0,1,1.5
5278,106449,3,4,2,03/03/2005 07:00,0.75,0.25,0.0,1,1.0
7404,1819,3,5,3,04/09/2003 07:00,1.0,0.5,0.0,1,1.5
6629,3502,3,4,3,19/04/2002 07:00,0.75,0.5,0.0,1,1.25
2125,4107,3,1,2,04/08/2001 07:00,0.0,0.25,0.0,1,0.25
505,5122,3,4,2,12/11/2008 07:00,0.75,0.25,0.0,1,1.0
6894,18864,3,3,3,17/09/2000 07:00,0.5,0.5,0.0,1,1.0
19766,157033,3,2,2,30/05/2009 07:00,0.25,0.25,0.0,1,0.5
12318,187091,3,4,2,04/01/2001 07:00,0.75,0.25,0.0,1,1.0
8421,1894,3,5,2,22/07/2000 07:00,1.0,0.25,0.0,1,1.25
11519,13227,3,4,2,04/06/2002 07:00,0.75,0.25,0.0,1,1.0
7660,32834,3,5,2,09/10/2000 07:00,1.0,0.25,0.0,1,1.25
15683,2524,3,5,3,29/10/2000 07:00,1.0,0.5,0.0,1,1.5
11154,37946,3,5,2,22/09/2003 07:00,1.0,0.25,0.0,1,1.25
19489,47032,3,3,2,02/05/2008 07:00,0.5,0.25,0.0,1,0.75
19163,265821,3,4,2,09/08/2010 07:00,0.75,0.25,0.0,1,1.0
17765,23321,3,2,2,07/07/2001 07:00,0.25,0.25,0.0,1,0.5
17147,250708,3,4,2,14/03/2001 07:00,0.75,0.25,0.0,1,1.0
19387,10532,3,4,2,14/08/2001 07:00,0.75,0.25,0.0,1,1.0
829,22967,3,1,2,29/12/1999 07:00,0.0,0.25,0.0,1,0.25
11366,6115,3,5,2,01/11/1999 07:00,1.0,0.25,0.0,1,1.25
5255,9143,3,3,2,20/05/2004 07:00,0.5,0.25,0.0,1,0.75
374,10103,3,4,2,01/05/2009 07:00,0.75,0.25,0.0,1,1.0
7928,9217,3,4,2,16/07/2004 07:00,0.75,0.25,0.0,1,1.0
7246,86275,3,1,2,22/01/2009 07:00,0.0,0.25,0.0,1,0.25
17590,21453,3,4,2,20/01/2001 07:00,0.75,0.25,0.0,1,1.0
6411,124169,3,3,3,26/07/2000 07:00,0.5,0.5,0.0,1,1.0
18220,258713,3,5,2,21/05/2009 07:00,1.0,0.25,0.0,1,1.25
1234,31873,3,2,2,20/04/2008 07:00,0.25,0.25,0.0,1,0.5
12198,45079,3,5,2,11/01/2000 07:00,1.0,0.25,0.0,1,1.25
15662,5097,3,2,2,14/09/1999 07:00,0.25,0.25,0.0,1,0.5
2429,10515,3,3,2,21/03/2007 07:00,0.5,0.25,0.0,1,0.75
5642,6920,3,4,2,11/07/2007 07:00,0.75,0.25,0.001796945,1,1.001796945
20729,48417,3,4,2,21/08/2008 07:00,0.75,0.25,0.0,1,1.0
4485,94377,3,5,2,07/05/2001 07:00,1.0,0.25,0.0,1,1.25
4869,100126,3,4,2,04/08/2000 07:00,0.75,0.25,0.0,1,1.0
6736,78507,3,5,2,12/04/2007 07:00,1.0,0.25,0.0,1,1.25
19352,271222,3,3,2,08/04/2009 07:00,0.5,0.25,0.0,1,0.75
21825,70211,3,4,2,11/08/2007 07:00,0.75,0.25,0.0,1,1.0
3193,75687,3,2,2,15/05/2000 07:00,0.25,0.25,0.0,1,0.5
6718,3515,3,5,3,09/05/2000 07:00,1.0,0.5,0.0,1,1.5
15093,8858,3,4,2,25/01/2002 07:00,0.75,0.25,0.25,1,1.25
14570,4745,3,5,2,19/12/1999 07:00,1.0,0.25,0.0,1,1.25
18318,1303,3,3,2,19/11/2001 07:00,0.5,0.25,0.0,1,0.75
15955,2467,3,4,3,20/08/2001 07:00,0.75,0.5,0.0,1,1.25
17178,1845,3,4,2,29/02/2000 07:00,0.75,0.25,0.0,1,1.0
3844,153,3,5,2,16/12/1999 07:00,1.0,0.25,0.0,1,1.25
18742,22885,3,4,2,17/06/2001 07:00,0.75,0.25,0.0,1,1.0
13425,12416,3,4,2,04/05/2002 07:00,0.75,0.25,0.0,1,1.0
3242,16278,3,5,2,05/07/2003 07:00,1.0,0.25,0.0,1,1.25
21260,288958,3,5,3,20/02/2002 07:00,1.0,0.5,0.0,1,1.5
4791,11257,3,5,2,28/02/2000 07:00,1.0,0.25,0.0,1,1.25
20489,29089,3,5,2,29/05/2003 07:00,1.0,0.25,0.0,1,1.25
5711,9968,3,5,2,20/03/2004 07:00,1.0,0.25,0.0,1,1.25
5304,8531,3,4,3,17/06/2001 07:00,0.75,0.5,0.0,1,1.25
7309,12438,3,5,3,20/02/2002 07:00,1.0,0.5,0.0454545454545454,1,1.5454545454545454
14078,11567,3,4,2,25/03/2001 07:00,0.75,0.25,0.0,1,1.0
3958,87267,3,4,2,07/12/2009 07:00,0.75,0.25,0.0,1,1.0
16085,2480,3,5,2,28/10/2000 07:00,1.0,0.25,0.0,1,1.25
3956,7983,3,4,3,14/11/1999 07:00,0.75,0.5,0.0,1,1.25
21862,3974,3,5,2,28/05/2001 07:00,1.0,0.25,0.0,1,1.25
7252,105586,3,4,2,01/01/2002 07:00,0.75,0.25,0.0,1,1.0
20158,46433,3,3,2,20/10/2000 07:00,0.5,0.25,0.0,1,0.75
3907,41450,3,4,2,24/12/2007 07:00,0.75,0.25,0.0,1,1.0
12872,507,3,1,2,13/01/2000 07:00,0.0,0.25,0.0,1,0.25
15553,22140,3,2,2,11/11/2008 07:00,0.25,0.25,0.0,1,0.5
5642,50406,3,3,2,29/11/2005 07:00,0.5,0.25,0.0,1,0.75
2655,63691,3,4,2,22/03/2001 07:00,0.75,0.25,0.0,1,1.0
18906,12388,3,5,2,03/05/2005 07:00,1.0,0.25,0.0,1,1.25
3179,40608,3,5,2,06/08/2006 07:00,1.0,0.25,0.0,1,1.25
20637,256848,3,5,2,16/02/2008 07:00,1.0,0.25,0.0,1,1.25
9997,171704,3,4,3,04/04/2001 07:00,0.75,0.5,0.0,1,1.25
9262,16944,3,5,2,25/06/2008 07:00,1.0,0.25,0.0,1,1.25
20117,5716,3,5,2,16/05/2002 07:00,1.0,0.25,0.0,1,1.25
13505,13294,3,5,2,18/06/2000 07:00,1.0,0.25,0.008547009,1,1.258547009
4472,43117,3,3,2,06/08/2007 07:00,0.5,0.25,0.0,1,0.75
3077,72676,3,3,2,10/11/2006 07:00,0.5,0.25,0.0,1,0.75
4566,3570,3,4,2,02/06/2000 07:00,0.75,0.25,0.0,1,1.0
2072,47502,3,4,2,19/06/2006 07:00,0.75,0.25,0.0,1,1.0
12715,3211,3,5,3,16/01/2000 07:00,1.0,0.5,0.0,1,1.5
17985,256934,3,4,2,30/06/2005 07:00,0.75,0.25,0.0,1,1.0
19543,4483,3,5,2,16/02/2001 07:00,1.0,0.25,0.0,1,1.25
21332,100563,3,2,3,18/05/2001 07:00,0.25,0.5,0.0,1,0.75
19452,9131,3,5,2,26/06/2001 07:00,1.0,0.25,0.0,1,1.25
19163,246009,3,4,2,26/06/2006 07:00,0.75,0.25,0.0,1,1.0
6704,25193,3,4,2,02/08/2003 07:00,0.75,0.25,0.0,1,1.0
9512,67163,3,2,3,16/09/2005 07:00,0.25,0.5,0.0,1,0.75
19909,277852,3,2,2,06/04/2000 07:00,0.25,0.25,0.0,1,0.5
2116,5846,3,5,2,16/01/2011 07:00,1.0,0.25,0.0,1,1.25
3077,3526,3,3,2,28/12/2005 07:00,0.5,0.25,0.0,1,0.75
15984,239731,3,5,2,11/12/2004 07:00,1.0,0.25,0.0,1,1.25
6048,118720,3,4,2,09/02/2008 07:00,0.75,0.25,0.0,1,1.0
18742,10037,3,4,2,19/03/2000 07:00,0.75,0.25,0.0,1,1.0
20748,41460,3,5,2,21/08/2004 07:00,1.0,0.25,0.0,1,1.25
13476,208637,3,5,2,06/04/2000 07:00,1.0,0.25,0.0,1,1.25
6877,131763,3,5,2,19/08/2006 07:00,1.0,0.25,0.0,1,1.25
13395,18520,3,4,2,25/06/2003 07:00,0.75,0.25,0.0,1,1.0
557,2389,3,4,2,17/11/2002 07:00,0.75,0.25,0.002688172,1,1.002688172
19471,1719,3,3,2,20/12/1999 07:00,0.5,0.25,0.007285974,1,0.757285974
9284,5229,3,3,2,19/10/2000 07:00,0.5,0.25,0.0,1,0.75
476,12494,3,2,2,09/01/2000 07:00,0.25,0.25,0.0,1,0.5
17048,59182,3,4,2,10/12/2008 07:00,0.75,0.25,0.0,1,1.0
19464,164689,3,4,2,07/03/2008 07:00,0.75,0.25,0.0,1,1.0
5642,10523,3,5,2,22/10/2009 07:00,1.0,0.25,0.0,1,1.25
2033,8248,3,2,2,08/10/2006 07:00,0.25,0.25,0.0,1,0.5
18014,257086,3,4,2,09/05/2002 07:00,0.75,0.25,0.0,1,1.0
3301,2150,3,2,2,24/09/2007 07:00,0.25,0.25,0.0,1,0.5
11503,7090,3,2,2,03/11/2004 07:00,0.25,0.25,0.007462687,1,0.507462687
20729,9966,3,4,2,04/09/2007 07:00,0.75,0.25,0.0,1,1.0
9432,3503,3,5,2,02/06/2002 07:00,1.0,0.25,0.0,1,1.25
19765,3567,3,5,2,14/01/2000 07:00,1.0,0.25,0.0,1,1.25
15827,41456,3,4,2,18/06/2006 07:00,0.75,0.25,0.0,1,1.0
2034,49191,3,5,2,15/04/2004 07:00,1.0,0.25,0.0,1,1.25
17708,254094,3,5,3,27/12/2009 07:00,1.0,0.5,0.0,1,1.5
3168,31170,3,5,2,23/06/2007 07:00,1.0,0.25,0.0,1,1.25
20998,10461,3,4,2,01/02/2000 07:00,0.75,0.25,0.0,1,1.0
7223,78734,3,5,3,20/11/2000 07:00,1.0,0.5,0.0,1,1.5
7246,138920,3,3,2,04/01/2002 07:00,0.5,0.25,0.0,1,0.75
14322,16194,3,4,2,20/01/2000 07:00,0.75,0.25,0.0,1,1.0
9020,18157,3,3,2,06/11/2003 07:00,0.5,0.25,0.0,1,0.75
6979,4524,3,4,3,25/06/2000 07:00,0.75,0.5,0.0,1,1.25
13298,22104,3,3,2,10/07/2003 07:00,0.5,0.25,0.0,1,0.75
13296,172058,3,4,2,05/12/2004 07:00,0.75,0.25,0.0,1,1.0
21864,186518,3,4,2,11/01/2008 07:00,0.75,0.25,0.0,1,1.0
21875,2524,3,5,2,12/04/2000 07:00,1.0,0.25,0.0,1,1.25
1863,13016,3,4,3,26/06/2001 07:00,0.75,0.5,0.0,1,1.25
