trustor,trustee,product_category,PDR,confidence,timestamp,PDR_normalized,confidence_normalized,friendshipness,interaction_count,total
474,12473,3,4,2,25/11/2000 07:00,0.75,0.25,0.0120481927710843,1,1.0120481927710843
479,488,3,4,2,29/01/2000 07:00,0.75,0.25,0.1111111111111111,1,1.1111111111111112
482,1,3,4,2,22/12/2000 07:00,0.75,0.25,0.076923077,1,1.076923077
488,4493,3,5,2,28/05/2000 07:00,1.0,0.25,0.0476190476190476,1,1.2976190476190477
490,891,3,5,2,07/07/2000 07:00,1.0,0.25,0.032258065,1,1.282258065
490,381,3,5,3,03/07/2000 07:00,1.0,0.5,0.0434782608695652,1,1.5434782608695652
491,4475,3,4,2,21/12/2000 07:00,0.75,0.25,0.0188679245283018,1,1.0188679245283019
491,12710,3,3,2,03/11/2000 07:00,0.5,0.25,0.02,1,0.77
491,12715,3,4,2,03/11/2000 07:00,0.75,0.25,0.0454545454545454,1,1.0454545454545454
493,12744,3,4,2,27/02/2011 07:00,0.75,0.25,0.00754717,1,1.00754717
493,12745,3,5,2,14/01/2011 07:00,1.0,0.25,0.003816794,1,1.253816794
493,12751,3,4,2,26/06/2010 07:00,0.75,0.25,0.017921146953405,1,1.017921146953405
493,12759,3,5,2,22/11/2009 07:00,1.0,0.25,0.028776978,1,1.278776978
493,12761,3,4,2,13/08/2009 07:00,0.75,0.25,0.00754717,1,1.00754717
493,12768,3,4,2,29/05/2009 07:00,0.75,0.25,0.003831418,1,1.003831418
493,12778,3,4,2,12/03/2009 07:00,0.75,0.25,0.049668874,1,1.049668874
493,12782,3,5,2,02/03/2009 07:00,1.0,0.25,0.007604563,1,1.257604563
493,12784,3,5,2,24/02/2009 07:00,1.0,0.25,0.0100334448160535,1,1.2600334448160535
493,12796,3,5,2,18/07/2008 07:00,1.0,0.25,0.0145454545454545,1,1.2645454545454544
493,6088,3,4,2,02/03/2008 07:00,0.75,0.25,0.003831418,1,1.003831418
493,12801,3,5,2,07/01/2008 07:00,1.0,0.25,0.007633588,1,1.257633588
493,12812,3,4,2,01/06/2007 07:00,0.75,0.25,0.0108695652173913,1,1.0108695652173914
493,12825,3,2,2,26/03/2007 07:00,0.25,0.25,0.0113207547169811,1,0.5113207547169811
493,6783,3,5,2,17/03/2007 07:00,1.0,0.25,0.003703704,1,1.253703704
493,11673,3,5,2,02/03/2007 07:00,1.0,0.25,0.007633588,1,1.257633588
493,12832,3,4,2,01/03/2007 07:00,0.75,0.25,0.006578947,1,1.006578947
493,6924,3,4,2,30/12/2006 07:00,0.75,0.25,0.007633588,1,1.007633588
493,12839,3,5,2,02/12/2006 07:00,1.0,0.25,0.0101694915254237,1,1.2601694915254238
493,11683,3,2,2,19/05/2006 07:00,0.25,0.25,0.003636364,1,0.503636364
493,12860,3,3,2,13/05/2006 07:00,0.5,0.25,0.0114068441064638,1,0.7614068441064638
493,12867,3,2,2,11/02/2006 07:00,0.25,0.25,0.007246377,1,0.507246377
493,12872,3,4,2,10/01/2006 07:00,0.75,0.25,0.003802281,1,1.003802281
493,12876,3,4,2,22/10/2005 07:00,0.75,0.25,0.0218978102189781,1,1.0218978102189782
493,12877,3,3,2,09/10/2005 07:00,0.5,0.25,0.0145454545454545,1,0.7645454545454545
493,12880,3,4,2,11/09/2005 07:00,0.75,0.25,0.014388489208633,1,1.014388489208633
493,12886,3,4,2,30/07/2005 07:00,0.75,0.25,0.003533569,1,1.003533569
493,12896,3,5,2,03/04/2005 07:00,1.0,0.25,0.04610951,1,1.29610951
493,12902,3,4,2,13/10/2004 07:00,0.75,0.25,0.003745318,1,1.003745318
493,12903,3,2,2,21/09/2004 07:00,0.25,0.25,0.003831418,1,0.503831418
493,12907,3,5,2,07/08/2004 07:00,1.0,0.25,0.007518797,1,1.257518797
493,3208,3,2,2,05/07/2004 07:00,0.25,0.25,0.003802281,1,0.503802281
493,9139,3,3,2,22/05/2004 07:00,0.5,0.25,0.0141843971631205,1,0.7641843971631205
493,12925,3,3,2,05/01/2004 07:00,0.5,0.25,0.003831418,1,0.753831418
493,10445,3,4,2,27/12/2003 07:00,0.75,0.25,0.003731343,1,1.003731343
493,12939,3,4,2,22/10/2003 07:00,0.75,0.25,0.007462687,1,1.007462687
493,12943,3,4,2,14/09/2003 07:00,0.75,0.25,0.003787879,1,1.003787879
493,8054,3,5,2,10/09/2003 07:00,1.0,0.25,0.010989011,1,1.260989011
493,12950,3,5,2,18/07/2003 07:00,1.0,0.25,0.04040404,1,1.29040404
493,12974,3,4,2,24/06/2002 07:00,0.75,0.25,0.007604563,1,1.007604563
493,11559,3,4,2,17/06/2002 07:00,0.75,0.25,0.007604563,1,1.007604563
493,12682,3,5,2,19/05/2002 07:00,1.0,0.25,0.003773585,1,1.253773585
493,11240,3,5,2,02/02/2002 07:00,1.0,0.25,0.003759398,1,1.253759398
493,13004,3,3,2,03/01/2002 07:00,0.5,0.25,0.003831418,1,0.753831418
493,8318,3,3,2,29/12/2001 07:00,0.5,0.25,0.007518797,1,0.757518797
493,10531,3,4,2,29/09/2001 07:00,0.75,0.25,0.003787879,1,1.003787879
493,13013,3,3,2,09/09/2001 07:00,0.5,0.25,0.003831418,1,0.753831418
493,7053,3,4,2,26/08/2001 07:00,0.75,0.25,0.003773585,1,1.003773585
493,4107,3,4,2,28/07/2001 07:00,0.75,0.25,0.007434944,1,1.007434944
493,13019,3,3,2,06/06/2001 07:00,0.5,0.25,0.0206896551724137,1,0.7706896551724137
493,3554,3,4,2,27/05/2001 07:00,0.75,0.25,0.0206185567010309,1,1.0206185567010309
493,9562,3,3,2,10/12/2000 07:00,0.5,0.25,0.003831418,1,0.753831418
493,13040,3,4,2,15/10/2000 07:00,0.75,0.25,0.003610108,1,1.003610108
493,13043,3,3,2,19/09/2000 07:00,0.5,0.25,0.003802281,1,0.753802281
493,1716,3,4,2,16/07/2000 07:00,0.75,0.25,0.003773585,1,1.003773585
493,7,3,4,2,13/05/2000 07:00,0.75,0.25,0.003802281,1,1.003802281
493,1596,3,4,2,08/04/2000 07:00,0.75,0.25,0.003731343,1,1.003731343
493,1671,3,5,2,03/04/2000 07:00,1.0,0.25,0.007518797,1,1.257518797
493,8253,3,4,2,26/12/1999 07:00,0.75,0.25,0.00754717,1,1.00754717
493,250,3,2,2,25/12/1999 07:00,0.25,0.25,0.003802281,1,0.503802281
501,13234,3,2,2,22/08/2000 07:00,0.25,0.25,0.0625,1,0.5625
505,9540,3,5,2,17/04/2011 07:00,1.0,0.25,0.002016129,1,1.252016129
505,13258,3,5,2,15/04/2011 07:00,1.0,0.25,0.002004008,1,1.252004008
505,13262,3,4,2,30/03/2011 07:00,0.75,0.25,0.0126475548060708,1,1.0126475548060707
505,13263,3,3,2,28/03/2011 07:00,0.5,0.25,0.001945525,1,0.751945525
505,10955,3,4,2,18/03/2011 07:00,0.75,0.25,0.002020202,1,1.002020202
505,13279,3,5,2,06/03/2011 07:00,1.0,0.25,0.00589391,1,1.25589391
505,13290,3,4,2,19/01/2011 07:00,0.75,0.25,0.001760563,1,1.001760563
505,13291,3,4,2,15/01/2011 07:00,0.75,0.25,0.005928854,1,1.005928854
505,13293,3,4,2,05/01/2011 07:00,0.75,0.25,0.002012072,1,1.002012072
505,13294,3,4,2,31/12/2010 07:00,0.75,0.25,0.004040404,1,1.004040404
505,13296,3,3,2,23/12/2010 07:00,0.5,0.25,0.007590133,1,0.757590133
505,13303,3,5,2,17/11/2010 07:00,1.0,0.25,0.002,1,1.252
505,13312,3,3,2,14/10/2010 07:00,0.5,0.25,0.002024291,1,0.752024291
505,13328,3,4,2,15/09/2010 07:00,0.75,0.25,0.002,1,1.002
505,13340,3,4,2,29/08/2010 07:00,0.75,0.25,0.001919386,1,1.001919386
505,13347,3,2,2,16/08/2010 07:00,0.25,0.25,0.001976285,1,0.501976285
505,1867,3,5,2,02/08/2010 07:00,1.0,0.25,0.002020202,1,1.252020202
505,13367,3,4,2,14/06/2010 07:00,0.75,0.25,0.001941748,1,1.001941748
505,13376,3,4,2,05/05/2010 07:00,0.75,0.25,0.002024291,1,1.002024291
505,13377,3,4,2,29/04/2010 07:00,0.75,0.25,0.002020202,1,1.002020202
505,4493,3,4,2,16/04/2010 07:00,0.75,0.25,0.001968504,1,1.001968504
505,7476,3,5,2,18/03/2010 07:00,1.0,0.25,0.002008032,1,1.252008032
505,13389,3,4,2,23/02/2010 07:00,0.75,0.25,0.003968254,1,1.003968254
505,13390,3,4,2,16/02/2010 07:00,0.75,0.25,0.002028398,1,1.002028398
505,13401,3,4,2,04/12/2009 07:00,0.75,0.25,0.040069686,1,1.040069686
505,4107,3,4,2,21/10/2009 07:00,0.75,0.25,0.0120724346076458,1,1.0120724346076457
505,10172,3,5,2,21/08/2009 07:00,1.0,0.25,0.004040404,1,1.254040404
505,13425,3,4,2,03/07/2009 07:00,0.75,0.25,0.003846154,1,1.003846154
505,13427,3,4,2,29/06/2009 07:00,0.75,0.25,0.001992032,1,1.001992032
505,13428,3,4,2,20/06/2009 07:00,0.75,0.25,0.002004008,1,1.002004008
505,13434,3,4,2,19/05/2009 07:00,0.75,0.25,0.0212992545260915,1,1.0212992545260915
505,13437,3,4,2,16/04/2009 07:00,0.75,0.25,0.002028398,1,1.002028398
505,13441,3,3,2,27/03/2009 07:00,0.5,0.25,0.002012072,1,0.752012072
505,13450,3,3,2,13/02/2009 07:00,0.5,0.25,0.002020202,1,0.752020202
505,1425,3,4,2,09/02/2009 07:00,0.75,0.25,0.005813953,1,1.005813953
505,13455,3,4,2,13/01/2009 07:00,0.75,0.25,0.002016129,1,1.002016129
505,13456,3,4,2,04/01/2009 07:00,0.75,0.25,0.0155038759689922,1,1.0155038759689923
505,11529,3,4,2,17/12/2008 07:00,0.75,0.25,0.001996008,1,1.001996008
505,13472,3,4,2,24/10/2008 07:00,0.75,0.25,0.007874016,1,1.007874016
505,13475,3,5,2,29/09/2008 07:00,1.0,0.25,0.006024096,1,1.256024096
505,13477,3,4,2,24/09/2008 07:00,0.75,0.25,0.002028398,1,1.002028398
505,13495,3,5,2,16/07/2008 07:00,1.0,0.25,0.002016129,1,1.252016129
505,13502,3,3,2,23/06/2008 07:00,0.5,0.25,0.0140664961636828,1,0.7640664961636828
505,13503,3,4,2,19/06/2008 07:00,0.75,0.25,0.002008032,1,1.002008032
505,13505,3,4,2,16/06/2008 07:00,0.75,0.25,0.0269121813031161,1,1.0269121813031161
505,1307,3,4,2,17/12/2007 07:00,0.75,0.25,0.007722008,1,1.007722008
505,13625,3,3,2,09/07/2007 07:00,0.5,0.25,0.002024291,1,0.752024291
505,12707,3,4,2,26/05/2007 07:00,0.75,0.25,0.001941748,1,1.001941748
505,13694,3,3,2,11/02/2007 07:00,0.5,0.25,0.014,1,0.764
505,13697,3,4,2,01/02/2007 07:00,0.75,0.25,0.002008032,1,1.002008032
505,13718,3,4,2,21/12/2006 07:00,0.75,0.25,0.002016129,1,1.002016129
505,13721,3,4,2,18/12/2006 07:00,0.75,0.25,0.004,1,1.004
505,13724,3,4,2,10/12/2006 07:00,0.75,0.25,0.001988072,1,1.001988072
505,13745,3,2,2,29/09/2006 07:00,0.25,0.25,0.002016129,1,0.502016129
505,13784,3,4,2,04/08/2006 07:00,0.75,0.25,0.003846154,1,1.003846154
505,13789,3,4,2,30/07/2006 07:00,0.75,0.25,0.002020202,1,1.002020202
505,13791,3,5,2,27/07/2006 07:00,1.0,0.25,0.002008032,1,1.252008032
505,13811,3,4,2,03/07/2006 07:00,0.75,0.25,0.002028398,1,1.002028398
505,13820,3,4,2,13/06/2006 07:00,0.75,0.25,0.003960396,1,1.003960396
505,13845,3,4,2,14/04/2006 07:00,0.75,0.25,0.001984127,1,1.001984127
505,13848,3,3,2,09/04/2006 07:00,0.5,0.25,0.004056795,1,0.754056795
505,13856,3,3,2,21/03/2006 07:00,0.5,0.25,0.001992032,1,0.751992032
505,13889,3,5,2,13/02/2006 07:00,1.0,0.25,0.002,1,1.252
505,13918,3,4,2,03/01/2006 07:00,0.75,0.25,0.005964215,1,1.005964215
505,13923,3,5,2,28/12/2005 07:00,1.0,0.25,0.002028398,1,1.252028398
505,13924,3,5,2,24/12/2005 07:00,1.0,0.25,0.002020202,1,1.252020202
505,3216,3,5,2,19/12/2005 07:00,1.0,0.25,0.003853565,1,1.253853565
505,13940,3,4,2,27/11/2005 07:00,0.75,0.25,0.007905138,1,1.007905138
505,13962,3,4,2,07/10/2005 07:00,0.75,0.25,0.004934211,1,1.004934211
505,13967,3,4,2,24/09/2005 07:00,0.75,0.25,0.006036217,1,1.006036217
505,13126,3,4,2,19/09/2005 07:00,0.75,0.25,0.002028398,1,1.002028398
505,13984,3,5,2,23/08/2005 07:00,1.0,0.25,0.002016129,1,1.252016129
505,14001,3,4,2,22/07/2005 07:00,0.75,0.25,0.004008016,1,1.004008016
505,14010,3,4,2,05/07/2005 07:00,0.75,0.25,0.002024291,1,1.002024291
505,14015,3,3,2,30/06/2005 07:00,0.5,0.25,0.001972387,1,0.751972387
505,14032,3,4,2,01/06/2005 07:00,0.75,0.25,0.005988024,1,1.005988024
505,14034,3,4,2,25/05/2005 07:00,0.75,0.25,0.001980198,1,1.001980198
505,14053,3,4,2,29/04/2005 07:00,0.75,0.25,0.0146842878120411,1,1.014684287812041
505,4519,3,5,2,21/04/2005 07:00,1.0,0.25,0.001996008,1,1.251996008
505,6016,3,4,2,02/02/2005 07:00,0.75,0.25,0.002028398,1,1.002028398
505,8699,3,4,2,27/12/2004 07:00,0.75,0.25,0.003696858,1,1.003696858
505,14167,3,4,2,18/10/2004 07:00,0.75,0.25,0.001984127,1,1.001984127
505,3352,3,5,2,14/10/2004 07:00,1.0,0.25,0.005928854,1,1.255928854
505,12682,3,4,2,10/09/2004 07:00,0.75,0.25,0.002012072,1,1.002012072
505,14218,3,3,2,11/08/2004 07:00,0.5,0.25,0.003780718,1,0.753780718
505,885,3,4,2,09/08/2004 07:00,0.75,0.25,0.002024291,2,1.002024291
505,8,3,4,2,07/08/2004 07:00,0.75,0.25,0.003992016,1,1.003992016
505,14239,3,5,2,28/07/2004 07:00,1.0,0.25,0.00589391,1,1.25589391
505,9193,3,5,2,27/07/2004 07:00,1.0,0.25,0.003921569,1,1.253921569
505,3602,3,4,2,21/07/2004 07:00,0.75,0.25,0.002020202,1,1.002020202
505,14264,3,2,2,16/07/2004 07:00,0.25,0.25,0.002024291,1,0.502024291
505,14333,3,4,2,22/04/2004 07:00,0.75,0.25,0.003992016,1,1.003992016
505,3213,3,5,2,26/03/2004 07:00,1.0,0.25,0.001893939,1,1.251893939
505,14341,3,4,2,03/02/2004 07:00,0.75,0.25,0.002020202,1,1.002020202
505,14364,3,5,2,13/12/2003 07:00,1.0,0.25,0.002008032,1,1.252008032
505,14370,3,5,2,12/12/2003 07:00,1.0,0.25,0.00750469,1,1.25750469
514,505,3,3,2,03/07/2001 07:00,0.5,0.25,0.003944773,1,0.753944773
542,3579,3,3,3,16/10/1999 07:00,0.5,0.5,0.0434782608695652,1,1.0434782608695652
545,623,3,5,2,03/06/2000 07:00,1.0,0.25,0.0476190476190476,1,1.2976190476190477
557,15122,3,3,2,19/03/2011 07:00,0.5,0.25,0.000901713,1,0.750901713
557,13434,3,3,2,07/03/2011 07:00,0.5,0.25,0.0141661300708306,1,0.7641661300708306
557,15134,3,3,2,11/02/2011 07:00,0.5,0.25,0.00270027,1,0.75270027
557,15137,3,3,2,06/02/2011 07:00,0.5,0.25,0.002669039,1,0.752669039
557,15138,3,4,2,06/02/2011 07:00,0.75,0.25,0.002676182,1,1.002676182
557,15140,3,5,2,31/01/2011 07:00,1.0,0.25,0.001795332,1,1.251795332
557,3602,3,5,2,29/01/2011 07:00,1.0,0.25,0.00090009,1,1.25090009
557,10585,3,5,2,21/01/2011 07:00,1.0,0.25,0.000895255,1,1.250895255
557,15158,3,4,2,29/11/2010 07:00,0.75,0.25,0.000858369,1,1.000858369
557,15166,3,3,2,11/11/2010 07:00,0.5,0.25,0.003533569,1,0.753533569
557,15182,3,2,2,17/10/2010 07:00,0.25,0.25,0.000899281,1,0.500899281
557,15188,3,2,2,09/10/2010 07:00,0.25,0.25,0.002680965,1,0.502680965
557,15192,3,3,2,01/10/2010 07:00,0.5,0.25,0.000899281,1,0.750899281
557,15193,3,3,2,01/10/2010 07:00,0.5,0.25,0.002688172,1,0.752688172
557,15206,3,4,2,04/09/2010 07:00,0.75,0.25,0.000884173,1,1.000884173
557,15212,3,2,2,27/08/2010 07:00,0.25,0.25,0.000899281,1,0.500899281
557,15222,3,3,2,09/08/2010 07:00,0.5,0.25,0.000897666,1,0.750897666
557,4370,3,4,2,01/08/2010 07:00,0.75,0.25,0.000901713,1,1.000901713
557,15237,3,4,2,29/07/2010 07:00,0.75,0.25,0.000895255,1,1.000895255
557,15245,3,4,2,20/07/2010 07:00,0.75,0.25,0.000899281,1,1.000899281
557,15252,3,4,2,11/07/2010 07:00,0.75,0.25,0.000901713,1,1.000901713
557,15270,3,4,2,18/06/2010 07:00,0.75,0.25,0.001796945,1,1.001796945
557,15276,3,4,2,09/06/2010 07:00,0.75,0.25,0.000901713,1,1.000901713
557,15284,3,2,2,19/05/2010 07:00,0.25,0.25,0.002671416,1,0.502671416
557,15287,3,5,2,15/05/2010 07:00,1.0,0.25,0.000899281,1,1.250899281
557,9776,3,3,2,09/05/2010 07:00,0.5,0.25,0.000899281,1,0.750899281
557,15295,3,3,2,03/05/2010 07:00,0.5,0.25,0.00178731,1,0.75178731
